Muž,"181,9",92.95
Muž,"175,8",81.05
Muž,"170,8",74.4
Muž,"187,2",101.27
Muž,"176,6",92.06
Muž,"173,5",85.91
Muž,"172,1",80.82
Muž,"182,1",101.29
Muž,"161,6",75.76
Muž,"174,6",81.86
Muž,"170,1",74.59
Muž,"159,3",68.03
Muž,"183,5",87.5
Muž,"180,1",91.57
Muž,"171,7",81.59
Muž,"179,8",89.12
Muž,176,85.07
Muž,"168,3",77.88
Muž,"171,4",86.95
Muž,"167,1",75.23
Muž,"181,5",84.22
Muž,"173,9",80.87
Muž,"162,5",68.48
Muž,"180,3",95.22
Muž,"173,1",79
Muž,"173,7",81.59
Muž,173,76.09
Muž,"173,1",83.03
Muž,"174,9",76.91
Muž,168,78.67
Muž,"168,2",82.05
Muž,"171,3",83.24
Muž,"176,5",93.43
Muž,"179,1",83.35
Muž,"181,2",91.61
Muž,"180,3",98.03
Muž,"168,2",72.3
Muž,"184,3",95.41
Muž,"171,4",81.02
Muž,166,66.56
Muž,"179,9",88.88
Muž,"177,6",77.19
Muž,"164,4",76.95
Muž,176,89.98
Muž,"174,8",81.6
Muž,"157,3",66.8
Muž,"174,2",80.28
Muž,"165,7",84.13
Muž,"163,4",80.51
Muž,"174,6",77.03
Muž,"184,1",90.08
Muž,"170,8",92.24
Muž,"170,8",87.64
Muž,"165,4",80.8
Muž,"168,3",73.84
Muž,172,72.25
Muž,"166,4",78.07
Muž,"177,5",91.55
Muž,"173,9",77.27
Muž,"183,4",93.16
Muž,"173,2",77.01
Muž,"182,8",90.92
Muž,"167,8",81.01
Muž,"169,3",76.21
Muž,"171,7",80.63
Muž,"173,3",87.67
Muž,"164,6",73.65
Muž,"171,4",83.18
Muž,"173,2",82.13
Muž,"176,7",95.65
Muž,"168,7",75.1
Muž,"169,1",88.97
Muž,"182,7",91.65
Muž,"173,4",77.3
Muž,"177,7",91.6
Muž,"182,5",87.72
Muž,167,81.58
Muž,"170,3",70.98
Muž,"194,8",106.61
Muž,"184,3",104.58
Muž,"177,1",92.49
Muž,"184,9",98.98
Muž,"184,2",101
Muž,"183,6",94.56
Muž,"170,8",82
Muž,"192,9",105.2
Muž,"168,4",77.38
Muž,"180,7",85.4
Muž,"180,8",88.93
Muž,"183,4",97.34
Muž,"190,9",101.66
Muž,"163,6",71.93
Muž,"164,4",75.52
Muž,"161,1",72.64
Muž,"172,3",79.91
Muž,"167,5",79.15
Muž,"180,3",87.95
Muž,"171,7",84.82
Muž,"174,2",78.74
Muž,"178,6",87.7
Muž,"183,9",94.55
Muž,"179,9",93.45
Muž,"167,4",78.28
Muž,190,105.52
Muž,"171,9",80.39
Muž,"170,6",79.67
Muž,"182,3",96.45
Muž,"164,2",75.74
Muž,173,89.09
Muž,"169,6",75.04
Muž,"169,7",80.09
Muž,"172,4",79.22
Muž,"175,7",88.56
Muž,"178,4",93.3
Muž,"164,7",71.82
Muž,"172,3",76.69
Muž,"161,1",61.53
Muž,"182,5",98.95
Muž,"169,5",70.71
Muž,"182,8",91.41
Muž,"193,1",107.01
Muž,"181,5",88.63
Muž,"171,1",80.12
Muž,"179,2",90.02
Muž,"177,5",84.24
Muž,"172,6",80.44
Muž,"188,2",97.87
Muž,"175,7",84.83
Muž,"169,1",77.83
Muž,"169,4",78.4
Muž,"170,8",76.33
Muž,"175,4",74.31
Muž,"179,5",86.19
Muž,"166,4",71.16
Muž,"165,6",78.29
Muž,"171,6",76.69
Muž,"187,5",104.95
Muž,"181,9",94.01
Muž,172,78.09
Muž,"173,3",90.64
Muž,"167,5",76.24
Muž,"181,7",89.73
Muž,"175,7",89.31
Muž,"174,2",81.75
Muž,"180,5",85.79
Muž,"161,7",71.86
Muž,"180,8",94.77
Muž,168,84.89
Muž,"165,2",71.48
Muž,173,82.39
Muž,"180,3",92.87
Muž,"188,5",104.84
Muž,"176,1",84.49
Muž,"164,9",82.14
Muž,"173,6",90.23
Muž,"180,2",92.25
Muž,"156,2",73.04
Muž,174,86.09
Muž,183,90.81
Muž,"184,2",100.64
Muž,"180,9",97.1
Muž,"183,5",91.49
Muž,"171,6",84.91
Muž,"183,6",89.14
Muž,159,68.82
Muž,"168,2",75.88
Muž,"176,9",90.19
Muž,176,81.1
Muž,"179,6",87.79
Muž,"174,8",89.69
Muž,"167,7",83.67
Muž,"168,7",70.4
Muž,"169,2",73.02
Muž,"172,8",85.77
Muž,"179,1",78.47
Muž,"175,7",88.86
Muž,"179,8",97.86
Muž,"165,6",75.62
Muž,190,108.62
Muž,"180,5",83.59
Muž,"176,1",90.71
Muž,"177,5",86.82
Muž,"163,6",76.71
Muž,"172,3",88.33
Muž,"171,6",83.13
Muž,"189,9",95.42
Muž,"181,4",89.83
Muž,"170,5",78.32
Muž,"177,4",89.39
Muž,"173,8",86.41
Muž,"172,6",83.71
Muž,174,81.61
Muž,"165,7",72.35
Muž,"178,3",89.76
Muž,"180,6",98.55
Muž,"173,9",85.23
Muž,"166,2",80.22
Muž,172,83.98
Muž,"188,5",101.29
Muž,"180,8",93.87
Muž,"170,8",77.57
Muž,"172,4",79.48
Muž,"171,1",78.61
Muž,"174,7",82.16
Muž,"182,1",91.9
Muž,"176,2",90.65
Muž,"187,2",101.38
Muž,"176,4",99.46
Muž,"179,8",95.81
Muž,"182,3",91.08
Muž,"176,1",94.71
Muž,"165,8",73.22
Muž,"180,1",94.27
Muž,"174,2",82.02
Muž,"174,3",80.2
Muž,"176,5",88.27
Muž,"167,5",73.94
Muž,174,78.59
Muž,"187,8",97.8
Muž,"180,8",95.32
Muž,"169,1",83.93
Muž,"182,2",85.26
Muž,"177,2",85.36
Muž,"169,5",81.44
Muž,177,96.03
Muž,"178,8",89.67
Muž,"175,3",84.5
Muž,"164,4",75.34
Muž,"180,3",85.64
Muž,"163,7",73.2
Muž,"177,2",87.76
Muž,"181,7",85.86
Muž,"173,6",94.25
Muž,"179,7",90.41
Muž,"181,4",95.19
Muž,"176,3",81.73
Muž,"182,9",89
Muž,"175,7",85.93
Muž,"168,1",75.08
Muž,"170,9",82.73
Muž,"180,1",85.98
Muž,"175,6",86.01
Muž,"171,2",77.2
Muž,"185,3",98.02
Muž,179,80.32
Muž,"175,3",88.93
Muž,"169,6",76.07
Muž,"175,6",81.47
Muž,"185,7",100.09
Muž,"171,4",74.52
Muž,165,71.01
Muž,"172,2",83.32
Muž,"171,9",77.25
Muž,"168,9",76.49
Muž,"185,4",95.09
Muž,"176,7",88.61
Muž,"180,3",88.14
Muž,"177,6",99.5
Muž,"182,1",93.06
Muž,"171,8",81.14
Muž,"173,5",82.43
Muž,"174,5",92.33
Muž,175,74.91
Muž,"175,2",89.78
Muž,"170,8",78.6
Muž,175,83.44
Muž,"167,2",63.29
Muž,"164,3",72.66
Muž,"168,4",74.21
Muž,"170,4",87.98
Muž,"170,2",86.13
Muž,"180,2",83.56
Muž,"173,8",86.54
Muž,"171,8",85.37
Muž,"192,1",102.61
Muž,"179,2",89.76
Muž,175,86.42
Muž,"173,4",79.94
Muž,"165,1",80.62
Muž,"166,6",78.79
Muž,176,95.46
Muž,"166,9",77.16
Muž,"172,2",78.68
Muž,"175,8",83.89
Muž,"172,8",88.13
Muž,"157,3",67.65
Muž,"170,9",87.3
Muž,"171,9",81.53
Muž,"177,7",92.02
Muž,"165,9",74.1
Muž,"182,6",98.44
Muž,"168,2",83.08
Muž,"167,2",75.56
Muž,185,93.1
Muž,"180,2",86.05
Muž,"181,2",99.15
Muž,"180,5",92.14
Muž,"157,3",63.46
Muž,"174,7",89.04
Muž,"171,7",81.62
Muž,"171,1",74.46
Muž,"167,3",76.28
Muž,"174,5",86.07
Muž,"176,6",88.53
Muž,"169,3",86.39
Muž,"177,3",92.73
Muž,"174,4",88.97
Muž,"181,9",95.11
Muž,177,86.61
Muž,"180,1",89.79
Muž,"172,7",84.72
Muž,"179,4",85.58
Muž,"181,8",80
Muž,"185,5",94.95
Muž,"154,3",61.76
Muž,"175,5",86.61
Muž,"176,1",86.84
Muž,"172,1",83.89
Muž,"193,1",105.38
Muž,"183,5",91.53
Muž,"175,1",85.42
Muž,166,79.22
Muž,"167,5",83.44
Muž,179,85.06
Muž,"185,9",97
Muž,"174,1",79.48
Muž,"174,1",76.9
Muž,"161,5",65.59
Muž,"170,5",79.69
Muž,"179,9",89.45
Muž,"186,8",101.12
Muž,168,75.03
Muž,"172,5",77.3
Muž,"181,4",98.26
Muž,"170,5",78.79
Muž,"186,1",98.84
Muž,"161,7",73.03
Muž,"175,8",87.89
Muž,177,80.34
Muž,179,92.91
Muž,"175,3",80.16
Muž,"173,9",87.44
Muž,"167,7",75.73
Muž,"176,1",84.7
Muž,"175,5",85.5
Muž,"186,8",94.51
Muž,"167,9",73.25
Muž,"186,8",97.51
Muž,177,93.05
Muž,"169,4",83.1
Muž,"185,3",94.75
Muž,"173,3",94.31
Muž,"182,8",95.56
Muž,"180,5",92.66
Muž,"170,1",88.54
Muž,"173,9",86.49
Muž,"181,1",90.55
Muž,"165,1",75.67
Muž,"169,6",81.1
Muž,"174,7",84.26
Muž,"175,2",87.89
Muž,"181,1",103.78
Muž,"175,4",87.25
Muž,169,79.82
Muž,174,79.9
Muž,"171,3",80.5
Muž,"181,2",91.52
Muž,"174,2",80.21
Muž,"177,1",84.15
Muž,"177,4",85.29
Muž,"183,9",85.9
Muž,"166,2",75.34
Muž,"168,3",77.22
Muž,"177,7",96.53
Muž,"180,9",88.97
Muž,"177,6",91.75
Muž,"181,3",91.32
Muž,"164,1",71.87
Muž,"174,7",79.15
Muž,"173,9",83.36
Muž,"175,8",85.32
Muž,"176,3",79.92
Muž,"176,8",88.09
Muž,"185,1",88.09
Muž,"157,9",66.18
Muž,"174,9",87.01
Muž,"180,5",95.19
Muž,"183,3",91.29
Muž,183,94.7
Muž,"171,1",82.86
Muž,"172,6",75.49
Muž,"179,8",87.72
Muž,"166,5",80.94
Muž,"178,3",93.41
Muž,"182,3",90.36
Muž,"173,1",87.1
Muž,"173,6",79.5
Muž,"167,9",77.11
Muž,"181,8",93.14
Muž,"186,8",88.92
Muž,"180,6",94.41
Muž,"179,8",92.03
Muž,"182,2",85.55
Muž,"160,5",73.68
Muž,173,82.94
Muž,"167,3",71.36
Muž,"173,6",81.05
Muž,"176,7",84.92
Muž,"174,6",77.85
Muž,"178,2",90.96
Muž,"175,1",87.96
Muž,"163,3",70.53
Muž,179,87.33
Muž,"174,3",72.51
Muž,"176,9",79.95
Muž,"175,4",77.89
Muž,"170,8",82.42
Muž,"167,9",77.74
Muž,"174,3",81.25
Muž,"175,9",85.03
Muž,"176,9",82.56
Muž,"184,9",97.28
Muž,"190,6",94.59
Muž,"180,3",86.28
Muž,"188,9",98.49
Muž,"163,5",70.79
Muž,"181,2",93.61
Muž,"170,6",80.81
Muž,189,103.8
Muž,"162,2",79.14
Muž,175,74.49
Muž,"183,2",96.23
Muž,"173,7",93.45
Muž,"165,3",75.95
Muž,"175,8",88.55
Muž,"182,7",94.88
Muž,"171,4",82.69
Muž,"176,1",86.27
Muž,"161,9",72.73
Muž,"154,1",58.65
Muž,"179,5",88.73
Muž,"171,7",84.71
Muž,"189,6",103.19
Muž,179,89.44
Muž,"182,7",95.05
Muž,188,95.15
Muž,"179,8",99.99
Muž,"164,4",76.75
Muž,"173,7",84.3
Muž,"181,5",87.4
Muž,170,80.3
Muž,"179,8",90.69
Muž,"165,8",76.53
Muž,"156,9",56.03
Muž,"158,7",72.68
Muž,"172,2",89.4
Muž,"176,6",73.47
Muž,"184,2",91.47
Muž,179,88.35
Muž,"169,4",73.74
Muž,"181,1",79.75
Muž,"182,4",94.97
Muž,"185,6",92.74
Muž,"174,9",95.65
Muž,"167,8",76.81
Muž,"187,9",101.3
Muž,"175,9",87.52
Muž,"176,1",78.43
Muž,"180,3",86.9
Muž,"161,4",71.27
Muž,"177,2",82.91
Muž,"165,6",68.89
Muž,"177,7",87.7
Muž,"177,2",84.11
Muž,"180,8",88.62
Muž,"179,3",79.01
Muž,"166,8",74.68
Muž,"170,5",74.32
Muž,"167,4",79.25
Muž,"187,4",96.57
Muž,"172,1",78.38
Muž,"166,5",78.01
Muž,"180,9",88.87
Muž,"166,6",79.29
Muž,"166,8",79.18
Muž,"157,4",63.63
Muž,"187,7",97.78
Muž,"183,7",97.91
Muž,"178,6",83.57
Muž,"170,5",76.3
Muž,"167,5",68.67
Muž,"170,8",84.35
Muž,"178,1",92.19
Muž,"190,1",101.58
Muž,"163,9",67.35
Muž,"177,9",93.98
Muž,"182,5",93.07
Muž,185,94.99
Muž,"186,2",90.34
Muž,"168,6",74.87
Muž,"168,9",81.99
Muž,176,91.76
Muž,"173,3",88.57
Muž,"178,9",83.57
Muž,"177,1",85.48
Muž,"166,4",71.31
Muž,"175,6",89.15
Muž,"187,1",94.51
Muž,"167,4",71.75
Muž,"173,6",83.73
Muž,"178,9",89.77
Muž,"183,1",92.02
Muž,"182,1",90.3
Muž,167,70.86
Muž,"162,3",76.34
Muž,"178,6",91.4
Muž,"167,1",79.19
Muž,"177,4",89.33
Muž,"173,6",89.7
Muž,"172,1",75.13
Muž,"190,6",105.64
Muž,"186,4",87.42
Muž,"176,7",87.17
Muž,"163,9",71.27
Muž,"171,6",74.16
Muž,"185,7",93.06
Muž,169,77.76
Muž,"187,9",94.78
Muž,180,95.15
Muž,"181,8",93.56
Muž,"167,2",80.38
Muž,"178,5",96.03
Muž,"156,9",67.82
Muž,"190,1",99.94
Muž,"181,9",87.28
Muž,"170,8",74.11
Muž,"180,1",90.62
Muž,"190,7",99.15
Muž,"185,7",101.24
Muž,"179,5",98.86
Muž,"170,5",77.66
Muž,"170,5",66.92
Muž,"176,6",77.13
Muž,"165,7",72.95
Muž,"173,8",83.97
Muž,"174,7",80.32
Muž,"172,6",85.68
Muž,"175,9",72.23
Muž,"173,9",85.31
Muž,"166,9",68.47
Muž,"176,4",78.17
Muž,168,75.46
Muž,180,84.52
Muž,"167,6",85.12
Muž,"164,9",74.33
Muž,"173,7",89.33
Muž,"176,6",86.05
Muž,"168,8",85.72
Muž,"176,5",80.44
Muž,"174,6",83.52
Muž,"187,4",100.35
Muž,"194,3",98.83
Muž,"180,9",90.35
Muž,"163,8",74.62
Muž,"168,9",74.06
Muž,"175,8",85.11
Muž,"161,4",68.2
Muž,"177,1",91.95
Muž,"174,3",82.43
Muž,"181,5",93.71
Muž,"176,6",92.53
Muž,"187,3",105.06
Muž,"173,4",88.54
Muž,184,90.85
Muž,"179,8",88.61
Muž,"178,9",85.32
Muž,175,88.3
Muž,"175,9",89.54
Muž,"170,9",70.95
Muž,"181,5",94.24
Muž,"174,9",77.98
Muž,"181,4",98.39
Muž,"178,2",86.45
Muž,"179,5",93.49
Muž,"174,1",91.22
Muž,"181,4",93.71
Muž,"165,7",72.12
Muž,"179,8",94.45
Muž,"177,2",85.19
Muž,"162,5",76.36
Muž,"178,6",89.28
Muž,"178,6",93.22
Muž,"171,2",74.65
Muž,"170,5",75.84
Muž,"173,7",76.66
Muž,"176,7",83.56
Muž,"158,8",76.27
Muž,"176,1",83.52
Muž,"169,6",78.1
Muž,"191,5",99.16
Muž,"178,3",86.03
Muž,"180,6",89.25
Muž,"177,3",82.43
Muž,"168,8",79.56
Muž,"179,6",94.67
Muž,"161,6",73.79
Muž,"179,2",86.78
Muž,"171,2",87.39
Muž,"181,4",96.77
Muž,"174,2",85
Muž,"181,5",92.28
Muž,"179,6",86.18
Muž,"181,3",89.5
Muž,179,87.71
Muž,189,102.83
Muž,161,84
Muž,"173,7",77.71
Muž,"171,3",79.44
Muž,"179,9",89
Muž,"170,5",88.34
Muž,172,83.67
Muž,"174,1",81.45
Muž,"174,3",87.36
Muž,"179,3",89.51
Muž,"170,4",74.47
Muž,"165,9",75.9
Muž,"177,6",84.31
Muž,"173,6",87.99
Muž,180,93.38
Muž,"193,1",106.79
Muž,"172,6",80.27
Muž,"177,2",90.28
Muž,"176,7",91.04
Muž,"181,8",97.06
Muž,"180,2",91.47
Muž,"166,2",65.38
Muž,"180,3",91.9
Muž,"172,7",83.44
Muž,"179,1",90.52
Muž,"175,5",79.85
Muž,"181,9",88.42
Muž,"177,5",92.31
Muž,"168,8",75.61
Muž,"178,5",94.12
Muž,"159,1",69.33
Muž,"169,2",66.33
Muž,166,71.11
Muž,"181,9",95.24
Muž,"176,3",83.42
Muž,"177,5",91.08
Muž,"166,8",74.49
Muž,"163,6",70.14
Muž,"174,3",85.93
Muž,"176,8",80.1
Muž,"171,3",78.59
Muž,"173,2",84.03
Muž,"176,7",92.45
Muž,167,82.58
Muž,"185,7",91.49
Muž,"169,2",80.67
Muž,"175,6",91.91
Muž,"167,6",84.47
Muž,"170,7",84.12
Muž,"166,3",79.76
Muž,"185,5",95.07
Muž,"173,5",81.36
Muž,"168,5",75.01
Muž,"183,8",89.93
Muž,172,83.88
Muž,179,90.83
Muž,"180,8",90.47
Muž,"176,2",91.78
Muž,178,91.62
Muž,176,89.52
Muž,"160,8",71.22
Muž,"172,4",83.16
Muž,"185,9",92.09
Muž,"185,8",87.96
Muž,"180,1",88.72
Muž,"183,2",97.46
Muž,"183,2",83.53
Muž,"180,9",87.88
Muž,"168,3",77.16
Muž,"183,7",93.3
Muž,"172,9",75.42
Muž,"181,3",90
Muž,"166,9",76.96
Muž,"170,5",72.6
Muž,"183,4",92.96
Muž,160,67.09
Muž,"176,7",82.08
Muž,"178,8",98.81
Muž,"172,8",85.89
Muž,"177,2",79.87
Muž,"157,7",59.09
Muž,"167,2",72.27
Muž,"179,8",87.08
Muž,"176,7",82.62
Muž,171,85.43
Muž,"172,2",86.98
Muž,"169,4",73.83
Muž,"176,9",89.63
Muž,"164,5",82.82
Muž,"187,9",90.72
Muž,"172,6",83.65
Muž,"169,6",75.06
Muž,"175,1",80.13
Muž,"194,1",103.82
Muž,"175,3",81.81
Muž,"186,7",102.5
Muž,"176,8",86.1
Muž,"183,1",91.74
Muž,179,81.16
Muž,"170,3",75.77
Muž,"168,1",78.31
Muž,"174,5",81.63
Muž,"169,3",72.64
Muž,"177,4",80.92
Muž,"168,3",70.12
Muž,"184,9",94.73
Muž,"163,8",76.85
Muž,"177,2",82.39
Muž,"179,5",92.46
Muž,"184,1",83.66
Muž,"173,2",90.58
Muž,"185,4",93.73
Muž,"179,2",89.17
Muž,"177,9",86.18
Muž,"175,3",89.25
Muž,"186,8",100.83
Muž,173,81.68
Muž,"173,5",80.94
Muž,"181,7",91.97
Muž,"186,4",100.22
Muž,"177,4",90.1
Muž,"178,2",92.41
Muž,"168,4",68.11
Muž,"194,3",103.03
Muž,"180,4",84.71
Muž,"169,2",77.3
Muž,"167,8",82.75
Muž,"179,4",85.04
Muž,"165,6",71.97
Muž,"169,8",79.74
Muž,"187,3",100.14
Muž,"177,5",88.79
Muž,"176,6",85.74
Muž,"169,5",69.91
Muž,"175,4",81.37
Muž,"174,1",78.11
Muž,"178,6",86.39
Muž,"182,8",94.39
Muž,"180,1",87.04
Muž,"178,7",89.53
Muž,"172,2",86.04
Muž,"174,5",94.38
Muž,"175,6",85.6
Muž,172,85.01
Muž,"181,1",98.84
Muž,"181,4",91.55
Muž,"180,5",92.82
Muž,"164,4",65.02
Muž,"170,6",82.57
Muž,"183,6",91.67
Muž,"178,4",87.45
Muž,"163,7",72.08
Muž,"189,1",96.83
Muž,"165,9",73.85
Muž,"184,8",96.24
Muž,"166,9",70.39
Muž,175,88.31
Muž,"185,5",95.02
Muž,"177,4",89.96
Muž,"177,4",81.49
Muž,"182,3",87.4
Muž,"169,7",81.56
Muž,"172,2",86.41
Muž,"175,9",88.97
Muž,"175,1",82.02
Muž,"175,3",84.66
Muž,"168,6",76.11
Muž,"168,6",81.41
Muž,"175,4",82.26
Muž,"166,8",73.22
Muž,"159,4",67.93
Muž,"169,1",73.12
Muž,"170,9",84.99
Muž,"177,4",79.84
Muž,"188,5",108.21
Muž,"180,9",94.82
Muž,"179,7",88.36
Muž,"172,4",74.26
Muž,"170,5",82.79
Muž,169,79.42
Muž,"170,4",82.05
Muž,175,78.31
Muž,"182,6",94.15
Muž,"179,2",88
Muž,"175,8",85.22
Muž,"169,8",73.13
Muž,196,103.74
Muž,"173,2",80.04
Muž,"169,7",84.82
Muž,"188,1",99.08
Muž,177,83.74
Muž,179,90.43
Muž,"168,2",74.68
Muž,"182,5",87.74
Muž,"167,6",77.6
Muž,"184,6",98.68
Muž,"177,3",85.3
Muž,"175,4",80.82
Muž,"162,2",68.94
Muž,"164,9",65.85
Muž,"165,2",66.98
Muž,"174,9",83.21
Muž,"177,8",80.9
Muž,"159,3",69.32
Muž,170,78.76
Muž,"170,9",81.66
Muž,"183,2",90.87
Muž,"176,8",77.25
Muž,"165,6",75.63
Muž,"188,2",88.35
Muž,"155,2",69.3
Muž,"173,5",93.63
Muž,"162,4",74.74
Muž,"174,2",82.18
Muž,"164,9",83.92
Muž,"176,9",95.04
Muž,"180,6",89.51
Muž,"159,5",67.41
Muž,"179,9",91.27
Muž,"176,7",90.35
Muž,"170,3",85.48
Muž,"171,2",80.88
Muž,"176,2",78.67
Muž,"189,3",99.08
Muž,"169,1",78.65
Muž,"170,8",84.51
Muž,"167,6",74.92
Muž,"170,9",92.14
Muž,"172,5",73.33
Muž,"167,8",74.6
Muž,"167,2",77.47
Muž,"175,3",77.25
Muž,"178,6",87.32
Muž,169,75.46
Muž,"181,5",89.15
Muž,"177,9",83.29
Muž,"174,3",84.95
Muž,"175,2",80.87
Muž,"187,4",100.88
Muž,"175,4",86.45
Muž,"185,9",92.58
Muž,"174,4",87.18
Muž,"164,9",81.38
Muž,"167,9",87.44
Muž,"172,1",76.99
Muž,"182,4",87.46
Muž,"175,8",84.25
Muž,"171,2",85.54
Muž,"177,5",81.5
Muž,"163,5",73.71
Muž,"171,4",83.18
Muž,"185,7",100.45
Muž,"171,8",85.68
Muž,"174,1",87.01
Muž,"179,6",97.19
Muž,"173,3",82.73
Muž,172,74.36
Muž,"187,2",90.02
Muž,"174,9",85
Muž,"168,8",79.81
Muž,"177,7",85.56
Muž,"171,6",91.07
Muž,"188,7",95.23
Muž,"183,1",91.56
Muž,"176,7",82.91
Muž,"181,9",93.51
Muž,"170,5",77.96
Muž,"173,8",77.71
Muž,"198,4",115.98
Muž,"174,4",81.11
Muž,"177,9",84.53
Muž,"188,8",100.17
Muž,"183,5",91.69
Muž,"171,9",87.58
Muž,"168,7",71.34
Muž,"165,3",81.99
Muž,"175,7",93.67
Muž,"172,2",81.65
Muž,"173,3",87.99
Muž,"184,3",92.36
Muž,"188,1",96.04
Muž,186,91.22
Muž,185,96.25
Muž,"173,4",76.16
Muž,178,93.93
Muž,"182,2",84.3
Muž,"174,4",78.4
Muž,"178,3",83.79
Muž,170,82.72
Muž,"171,9",85.42
Muž,"172,5",76.51
Muž,"170,7",78.69
Muž,"170,2",80.77
Muž,"167,7",78.95
Muž,"172,2",87.12
Muž,"181,5",86.72
Muž,178,86
Muž,"187,3",95.36
Muž,"168,6",72.29
Muž,"173,2",86.13
Muž,"173,4",79.91
Muž,"167,5",80.42
Muž,"169,9",77.26
Muž,"168,1",75.27
Muž,"186,2",105.35
Muž,176,93.84
Muž,"182,3",90.88
Muž,"161,6",74.05
Muž,"183,3",85.69
Muž,"182,9",94.14
Muž,"173,1",78.68
Muž,"175,5",86.12
Muž,"170,7",77.06
Muž,"161,6",72.93
Muž,"182,2",95.71
Muž,179,87.93
Muž,"185,1",98.58
Muž,"173,1",80.17
Muž,177,92.22
Muž,160,75.09
Muž,"182,3",96.04
Muž,"181,9",91.4
Muž,"180,5",91.03
Muž,"178,1",85.97
Muž,"178,9",93.67
Muž,"174,1",78.61
Muž,"181,2",100.3
Muž,"170,6",77.03
Muž,"185,7",99.69
Muž,"180,1",82.96
Muž,"182,7",89.85
Muž,"186,9",98.26
Muž,"177,3",92.2
Muž,"179,4",84.03
Muž,"168,4",67.25
Muž,"178,5",87.23
Muž,"180,3",93.68
Muž,"178,6",82.46
Muž,"181,6",96.49
Muž,"180,3",88.89
Muž,"169,4",70.37
Muž,"184,6",94.12
Muž,"168,9",82.53
Muž,"169,1",74.44
Muž,"169,5",84.06
Muž,176,80.82
Muž,"173,5",80.93
Muž,"167,1",73.49
Muž,"178,1",98.62
Muž,"175,4",86.09
Muž,"180,1",89.46
Muž,"169,6",80.91
Muž,"174,2",80.76
Muž,"180,3",83.91
Muž,"160,5",69.67
Muž,"177,6",100.65
Muž,172,79.63
Muž,"180,6",90.19
Muž,"178,1",85.86
Muž,"167,1",75.42
Muž,"181,6",91.86
Muž,"182,2",99.91
Muž,"181,5",96.77
Muž,"176,2",77.71
Muž,"178,2",86.89
Muž,"183,2",91.04
Muž,"181,9",94.69
Muž,"175,8",78.37
Muž,"180,6",85.66
Muž,"170,4",85.08
Muž,193,101.8
Muž,"172,7",77.24
Muž,"176,2",89.49
Muž,"181,4",88.62
Muž,179,90
Muž,"182,5",89.06
Muž,"184,7",88.61
